"Status","Address","List Price","Original List Price","Sales Price","Days On Market","Sales Date"
"CLOSD","15906 Scarlet Coat DR","$428,950","$428,950","$509,864","0","07/07/2020"
"CLOSD","2600 Cedarville Mews","$454,900","$454,900","$454,900","0","07/07/2020"
"CLOSD","8813 Glen Royal DR","$449,950","$453,950","$439,950","19","07/07/2020"
"CLOSD","4631 Ellerby DR","$391,950","$391,950","$504,307","0","07/06/2020"
"CLOSD","17107 Ellerby CT","$424,950","$424,950","$493,694","0","07/02/2020"
"CLOSD","17006 Ellerby PL","$426,950","$426,950","$420,950","59","07/02/2020"
"CLOSD","18261 Twin Falls LN","$427,975","$427,975","$452,050","0","07/02/2020"
"CLOSD","16312 Aklers PL","$421,500","$410,000","$479,622","329","07/02/2020"
"CLOSD","6617 Welara RUN Unit#131-3","$443,599","$443,599","$443,599","0","06/30/2020"
"CLOSD","15060 Endstone TRL","$549,900","$575,000","$547,000","446","06/30/2020"
"CLOSD","3825 Knighton CIR","$501,215","$474,990","$503,280","35","06/30/2020"
"CLOSD","5906 Brailen DR","$444,628","$439,990","$439,424","69","06/29/2020"
"CLOSD","17118 Ellerby CT","$397,950","$397,950","$480,776","0","06/29/2020"
"CLOSD","17519 Twin Falls LN","$412,000","$352,990","$419,810","12","06/26/2020"
"CLOSD","14213 Cobblegrove DR","$398,675","$383,490","$404,260","5","06/25/2020"
"CLOSD","16307 Aklers PL","$441,450","$441,450","$541,350","3","06/25/2020"
"CLOSD","6292 Lilting Moon DR","$424,990","$424,990","$426,885","7","06/25/2020"
"CLOSD","6913 Carden Park DR","$549,950","$549,950","$539,000","83","06/25/2020"
"CLOSD","3724 Waverton DR","$552,000","$552,000","$536,000","76","06/25/2020"
"CLOSD","8506 Crossfell CT","$489,000","$489,000","$489,000","141","06/23/2020"
"CLOSD","15513 Morocco LN","$461,585","$461,585","$468,000","26","06/19/2020"
"CLOSD","16719 Broadmoor RD","$409,950","$409,950","$424,190","74","06/18/2020"
"CLOSD","8507 Petherwin LN","$395,000","$397,000","$406,925","116","06/18/2020"
"CLOSD","4624 Jenkip CT","$616,316","$616,316","$666,735","2","06/18/2020"
"CLOSD","6718 Buglers Trail LN","$449,900","$446,900","$484,467","504","06/17/2020"
